question,answer,context,id,task,direction,size
List all items in Row 9,"M,X,C,P,V,V,J,G,Z,T",csv/0-csv/item_2458.csv,nt4420,item,row,"(10, 10)"
List all items in Col 3,"U,P,Y,O,C,X",csv/0-csv/item_646.csv,nt4421,item,col,"(6, 6)"
What is the maximum of Row 7?,10,csv/0-csv/arithmetic_3618.csv,nt4422,arithmetic,row,"(10, 10)"
What is the minimum of Col 8?,1,csv/0-csv/arithmetic_4177.csv,nt4423,arithmetic,col,"(8, 8)"
List all items in Row 7,"K,M,G,V,X,Z,L,M",csv/0-csv/item_5337.csv,nt4424,item,row,"(8, 8)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_638.csv,nt4425,arithmetic,col,"(10, 10)"
List all items in Col 6,"N,J,A,I,W,W",csv/0-csv/item_1151.csv,nt4426,item,col,"(6, 6)"
What is the minimum of Col 1?,3,csv/0-csv/arithmetic_6760.csv,nt4427,arithmetic,col,"(4, 4)"
What is the minimum of Col 3?,2,csv/0-csv/arithmetic_6006.csv,nt4428,arithmetic,col,"(6, 6)"
What is the maximum of Col 7?,10,csv/0-csv/arithmetic_1769.csv,nt4429,arithmetic,col,"(12, 12)"
List all items in Row 2,"F,M,G,L,Q,W,V,K",csv/0-csv/item_1637.csv,nt4430,item,row,"(8, 8)"
List all items in Row 10,"N,B,H,Z,O,U,X,E,P,E",csv/0-csv/item_6158.csv,nt4431,item,row,"(10, 10)"
What is the maximum of Row 4?,5,csv/0-csv/arithmetic_4611.csv,nt4432,arithmetic,row,"(6, 6)"
List all items in Row 3,"W,E,E,Y,R,T",csv/0-csv/item_5451.csv,nt4433,item,row,"(6, 6)"
List all items in Col 1,"A,L,C,J",csv/0-csv/item_120.csv,nt4434,item,col,"(4, 4)"
List all items in Col 6,"Q,C,O,E,C,J,X,M",csv/0-csv/item_4997.csv,nt4435,item,col,"(8, 8)"
List all items in Row 3,"C,H,H,Z",csv/0-csv/item_3020.csv,nt4436,item,row,"(4, 4)"
What is the minimum of Col 4?,2,csv/0-csv/arithmetic_2260.csv,nt4437,arithmetic,col,"(4, 4)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_4605.csv,nt4438,arithmetic,col,"(4, 4)"
List all items in Col 4,"T,L,O,A",csv/0-csv/item_5445.csv,nt4439,item,col,"(4, 4)"
List all items in Row 8,"R,M,Z,O,M,T,X,C,X,I,A,M",csv/0-csv/item_134.csv,nt4440,item,row,"(12, 12)"
List all items in Col 2,"R,P,J,C,I,G,G,Z,B,E",csv/0-csv/item_4983.csv,nt4441,item,col,"(10, 10)"
List all items in Col 2,"U,O,H,I,H,C,N,Z,B,Y,S,T",csv/0-csv/item_3034.csv,nt4442,item,col,"(12, 12)"
What is the minimum of Row 10?,2,csv/0-csv/arithmetic_2274.csv,nt4443,arithmetic,row,"(12, 12)"
What is the maximum of Col 3?,10,csv/0-csv/arithmetic_6012.csv,nt4444,arithmetic,col,"(8, 8)"
List all items in Col 6,"P,M,B,H,W,R,M,N,N,H",csv/0-csv/item_1623.csv,nt4445,item,col,"(10, 10)"
List all items in Row 3,"C,R,H,W",csv/0-csv/item_1145.csv,nt4446,item,row,"(4, 4)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_6774.csv,nt4447,arithmetic,row,"(12, 12)"
List all items in Row 6,"D,C,F,K,P,O,U,W",csv/0-csv/item_3752.csv,nt4448,item,row,"(8, 8)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_2512.csv,nt4449,arithmetic,col,"(8, 8)"
List all items in Col 2,"E,D,Q,L,H,O,F,M",csv/0-csv/item_652.csv,nt4450,item,col,"(8, 8)"
What is the maximum of Col 3?,10,csv/0-csv/arithmetic_68.csv,nt4451,arithmetic,col,"(10, 10)"
What is the maximum of Col 3?,10,csv/0-csv/arithmetic_4163.csv,nt4452,arithmetic,col,"(10, 10)"
List all items in Col 8,"I,O,D,C,V,U,F,S,F,V",csv/0-csv/item_5323.csv,nt4453,item,col,"(10, 10)"
List all items in Col 1,"N,O,A,Y,O,Z,F,D",csv/0-csv/item_6602.csv,nt4454,item,col,"(8, 8)"
What is the minimum of Col 8?,2,csv/0-csv/arithmetic_6984.csv,nt4455,arithmetic,col,"(12, 12)"
What is the maximum of Row 8?,9,csv/0-csv/arithmetic_604.csv,nt4456,arithmetic,row,"(12, 12)"
What is the maximum of Row 5?,10,csv/0-csv/arithmetic_1033.csv,nt4457,arithmetic,row,"(10, 10)"
List all items in Row 3,"E,W,D,F",csv/0-csv/item_4015.csv,nt4458,item,row,"(4, 4)"
What is the minimum of Row 2?,2,csv/0-csv/arithmetic_5255.csv,nt4459,arithmetic,row,"(4, 4)"
What is the minimum of Row 11?,1,csv/0-csv/arithmetic_3624.csv,nt4460,arithmetic,row,"(12, 12)"
What is the minimum of Col 2?,2,csv/0-csv/arithmetic_40.csv,nt4461,arithmetic,col,"(4, 4)"
List all items in Row 9,"K,W,N,V,E,G,W,T,O,H,R,B",csv/0-csv/item_2464.csv,nt4462,item,row,"(12, 12)"
What is the maximum of Row 5?,10,csv/0-csv/arithmetic_3142.csv,nt4463,arithmetic,row,"(8, 8)"
List all items in Col 6,"L,Q,M,L,B,O,U,B",csv/0-csv/item_2302.csv,nt4464,item,col,"(8, 8)"
List all items in Row 4,"J,Z,P,N,N,T,N,R,X,W",csv/0-csv/item_4773.csv,nt4465,item,row,"(10, 10)"
What is the minimum of Row 6?,1,csv/0-csv/arithmetic_5533.csv,nt4466,arithmetic,row,"(10, 10)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_1755.csv,nt4467,arithmetic,row,"(4, 4)"
What is the minimum of Row 4?,1,csv/0-csv/arithmetic_162.csv,nt4468,arithmetic,row,"(8, 8)"
List all items in Row 4,"R,V,F,V,S,E,R,F,E,J,E,C",csv/0-csv/item_6164.csv,nt4469,item,row,"(12, 12)"
What is the maximum of Row 4?,10,csv/0-csv/arithmetic_1741.csv,nt4470,arithmetic,row,"(6, 6)"
What is the minimum of Col 1?,1,csv/0-csv/arithmetic_176.csv,nt4471,arithmetic,col,"(6, 6)"
List all items in Col 4,"P,Q,Y,Y",csv/0-csv/item_6170.csv,nt4472,item,col,"(4, 4)"
What is the minimum of Col 6?,1,csv/0-csv/arithmetic_1999.csv,nt4473,arithmetic,col,"(12, 12)"
List all items in Col 2,"Y,L,X,W,A,M,P,X,N,X,P,K",csv/0-csv/item_5479.csv,nt4474,item,col,"(12, 12)"
What is the maximum of Row 8?,10,csv/0-csv/arithmetic_4639.csv,nt4475,arithmetic,row,"(12, 12)"
What is the minimum of Col 6?,1,csv/0-csv/arithmetic_3156.csv,nt4476,arithmetic,col,"(6, 6)"
List all items in Col 1,"X,W,O,U,U,L",csv/0-csv/item_2316.csv,nt4477,item,col,"(6, 6)"
List all items in Row 5,"J,Q,R,D,Q,J,D,C,L,E",csv/0-csv/item_108.csv,nt4478,item,row,"(10, 10)"
What is the minimum of Col 3?,1,csv/0-csv/arithmetic_2248.csv,nt4479,arithmetic,col,"(10, 10)"
List all items in Row 9,"D,O,X,R,N,Q,K,T,U,I",csv/0-csv/item_3008.csv,nt4480,item,row,"(10, 10)"
List all items in Col 1,"Y,C,L,D,R,Z,L,R",csv/0-csv/item_4767.csv,nt4481,item,col,"(8, 8)"
What is the minimum of Col 6?,6,csv/0-csv/arithmetic_5527.csv,nt4482,arithmetic,col,"(8, 8)"
List all items in Row 3,"J,R,U,F,X,S",csv/0-csv/item_4001.csv,nt4483,item,row,"(6, 6)"
What is the maximum of Col 3?,10,csv/0-csv/arithmetic_5241.csv,nt4484,arithmetic,col,"(6, 6)"
What is the minimum of Row 2?,2,csv/0-csv/arithmetic_54.csv,nt4485,arithmetic,row,"(12, 12)"
What is the maximum of Col 1?,7,csv/0-csv/arithmetic_3630.csv,nt4486,arithmetic,col,"(4, 4)"
List all items in Row 4,"R,L,Z,T",csv/0-csv/item_2470.csv,nt4487,item,row,"(4, 4)"
List all items in Row 5,"A,X,J,E,R,Y",csv/0-csv/item_6616.csv,nt4488,item,row,"(6, 6)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_6990.csv,nt4489,arithmetic,row,"(4, 4)"
List all items in Col 4,"W,Y,M,T,R,X,H,V,B,D,J,B",csv/0-csv/item_1179.csv,nt4490,item,col,"(12, 12)"
What is the maximum of Col 2?,7,csv/0-csv/arithmetic_610.csv,nt4491,arithmetic,col,"(4, 4)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_1027.csv,nt4492,arithmetic,row,"(8, 8)"
What is the minimum of Col 1?,1,csv/0-csv/arithmetic_6748.csv,nt4493,arithmetic,col,"(10, 10)"
List all items in Row 7,"F,M,K,X,N,W,T,B,W,O,R,Z",csv/0-csv/item_6399.csv,nt4494,item,row,"(12, 12)"
What is the minimum of Col 2?,5,csv/0-csv/arithmetic_5916.csv,nt4495,arithmetic,col,"(6, 6)"
List all items in Col 3,"X,Z,G,E",csv/0-csv/item_5690.csv,nt4496,item,col,"(4, 4)"
List all items in Row 6,"B,L,F,Q,U,J,M,N,M,J",csv/0-csv/item_5848.csv,nt4497,item,row,"(10, 10)"
List all items in Row 8,"P,Y,Z,T,M,U,I,H",csv/0-csv/item_3587.csv,nt4498,item,row,"(8, 8)"
List all items in Row 3,"W,W,D,X,I,D",csv/0-csv/item_2841.csv,nt4499,item,row,"(6, 6)"
List all items in Row 3,"E,A,D,F,V,J,X,P",csv/0-csv/item_487.csv,nt4500,item,row,"(8, 8)"
List all items in Col 9,"I,F,F,X,X,H,H,H,Y,E,Z,E",csv/0-csv/item_2699.csv,nt4501,item,col,"(12, 12)"
List all items in Row 1,"R,I,C,O",csv/0-csv/item_1390.csv,nt4502,item,row,"(4, 4)"
List all items in Row 4,"Y,Z,Q,I,Y,C,G,A,I,L,L,Q",csv/0-csv/item_1384.csv,nt4503,item,row,"(12, 12)"
List all items in Row 9,"C,P,J,O,V,Z,M,P,V,R",csv/0-csv/item_3593.csv,nt4504,item,row,"(10, 10)"
List all items in Row 2,"V,S,H,D",csv/0-csv/item_2855.csv,nt4505,item,row,"(4, 4)"
List all items in Row 8,"N,P,P,C,T,J,B,G,W,A",csv/0-csv/item_493.csv,nt4506,item,row,"(10, 10)"
What is the minimum of Row 5?,1,csv/0-csv/arithmetic_5902.csv,nt4507,arithmetic,row,"(8, 8)"
List all items in Col 7,"D,H,H,F,I,A,J,J,Z,Q,M,S",csv/0-csv/item_5684.csv,nt4508,item,col,"(12, 12)"
What is the maximum of Row 8?,8,csv/0-csv/arithmetic_3383.csv,nt4509,arithmetic,row,"(10, 10)"
List all items in Row 4,"H,H,Z,Q,K,H,I,M,V,H,K,B",csv/0-csv/item_5874.csv,nt4510,item,row,"(12, 12)"
What is the minimum of Col 11?,1,csv/0-csv/arithmetic_1594.csv,nt4511,arithmetic,col,"(12, 12)"
What is the minimum of Row 3?,2,csv/0-csv/arithmetic_5094.csv,nt4512,arithmetic,row,"(12, 12)"
What is the maximum of Col 6?,10,csv/0-csv/arithmetic_2923.csv,nt4513,arithmetic,col,"(10, 10)"
List all items in Row 11,"X,Q,T,M,T,H,H,A,H,Y,I,A",csv/0-csv/item_2869.csv,nt4514,item,row,"(12, 12)"
What is the minimum of Col 3?,3,csv/0-csv/arithmetic_5080.csv,nt4515,arithmetic,col,"(4, 4)"
What is the minimum of Row 4?,3,csv/0-csv/arithmetic_2937.csv,nt4516,arithmetic,row,"(8, 8)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_6589.csv,nt4517,arithmetic,row,"(12, 12)"
What is the maximum of Row 1?,9,csv/0-csv/arithmetic_1580.csv,nt4518,arithmetic,row,"(4, 4)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_3397.csv,nt4519,arithmetic,col,"(8, 8)"
What is the minimum of Col 3?,1,csv/0-csv/arithmetic_2089.csv,nt4520,arithmetic,col,"(12, 12)"
List all items in Col 2,"S,Q,K,I",csv/0-csv/item_5860.csv,nt4521,item,col,"(4, 4)"
What is the maximum of Row 8?,9,csv/0-csv/arithmetic_2062.csv,nt4522,arithmetic,row,"(8, 8)"
List all items in Col 2,"T,L,D,D,A,K,H,T",csv/0-csv/item_3222.csv,nt4523,item,col,"(8, 8)"
List all items in Row 3,"G,V,S,K,L,Q,C,B",csv/0-csv/item_322.csv,nt4524,item,row,"(8, 8)"
List all items in Col 10,"K,X,G,N,P,A,J,I,W,O",csv/0-csv/item_5653.csv,nt4525,item,col,"(10, 10)"
What is the minimum of Row 4?,1,csv/0-csv/arithmetic_4413.csv,nt4526,arithmetic,row,"(10, 10)"
List all items in Col 1,"C,Z,K,G",csv/0-csv/item_1435.csv,nt4527,item,col,"(4, 4)"
What is the maximum of Col 7?,9,csv/0-csv/arithmetic_6204.csv,nt4528,arithmetic,col,"(12, 12)"
What is the maximum of Row 4?,7,csv/0-csv/arithmetic_6562.csv,nt4529,arithmetic,row,"(8, 8)"
List all items in Col 6,"P,R,H,T,X,F,E,B,G,C",csv/0-csv/item_1353.csv,nt4530,item,col,"(10, 10)"
List all items in Row 1,"M,C,U,O",csv/0-csv/item_5135.csv,nt4531,item,row,"(4, 4)"
What is the minimum of Col 1?,7,csv/0-csv/arithmetic_4375.csv,nt4532,arithmetic,col,"(4, 4)"
List all items in Row 10,"I,U,T,V,L,L,C,W,B,X,W,H",csv/0-csv/item_444.csv,nt4533,item,row,"(12, 12)"
What is the maximum of Row 9?,9,csv/0-csv/arithmetic_2704.csv,nt4534,arithmetic,row,"(12, 12)"
List all items in Col 11,"G,Y,R,N,P,H,H,R,Z,G,L,Y",csv/0-csv/item_3544.csv,nt4535,item,col,"(12, 12)"
List all items in Col 5,"X,R,K,J,L,I,J,Y",csv/0-csv/item_2882.csv,nt4536,item,col,"(8, 8)"
List all items in Col 6,"U,J,I,G,D,L",csv/0-csv/item_5121.csv,nt4537,item,col,"(6, 6)"
What is the minimum of Col 4?,4,csv/0-csv/arithmetic_4361.csv,nt4538,arithmetic,col,"(6, 6)"
List all items in Col 1,"I,T,G,K",csv/0-csv/item_450.csv,nt4539,item,col,"(4, 4)"
What is the maximum of Row 4?,9,csv/0-csv/arithmetic_2710.csv,nt4540,arithmetic,row,"(4, 4)"
List all items in Col 4,"W,G,O,B",csv/0-csv/item_3550.csv,nt4541,item,col,"(4, 4)"
List all items in Col 5,"G,L,R,I,R,B",csv/0-csv/item_2896.csv,nt4542,item,col,"(6, 6)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_6576.csv,nt4543,arithmetic,col,"(6, 6)"
What is the minimum of Row 6?,1,csv/0-csv/arithmetic_1219.csv,nt4544,arithmetic,row,"(12, 12)"
List all items in Col 1,"S,N,G,W,T,Y,H,U",csv/0-csv/item_1347.csv,nt4545,item,col,"(8, 8)"
List all items in Row 1,"O,G,R,C,V,X,X,B,V,K",csv/0-csv/item_6428.csv,nt4546,item,row,"(10, 10)"
List all items in Col 5,"M,D,Y,R,J,B",csv/0-csv/item_1421.csv,nt4547,item,col,"(6, 6)"
What is the maximum of Row 9?,10,csv/0-csv/arithmetic_348.csv,nt4548,arithmetic,row,"(10, 10)"
What is the minimum of Col 3?,7,csv/0-csv/arithmetic_6210.csv,nt4549,arithmetic,col,"(4, 4)"
List all items in Row 12,"W,L,V,K,D,P,G,X,P,L,X,G",csv/0-csv/item_4559.csv,nt4550,item,row,"(12, 12)"
What is the maximum of Col 2?,9,csv/0-csv/arithmetic_5719.csv,nt4551,arithmetic,col,"(12, 12)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_2076.csv,nt4552,arithmetic,col,"(6, 6)"
List all items in Row 5,"V,V,R,V,E,X",csv/0-csv/item_3236.csv,nt4553,item,row,"(6, 6)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_3368.csv,nt4554,arithmetic,row,"(10, 10)"
List all items in Row 2,"G,X,W,U,G,H",csv/0-csv/item_336.csv,nt4555,item,row,"(6, 6)"
List all items in Col 7,"C,P,Z,Y,O,O,R,U,I,T",csv/0-csv/item_2128.csv,nt4556,item,col,"(10, 10)"
List all items in Col 3,"T,D,W,F,M,F,V,W",csv/0-csv/item_5647.csv,nt4557,item,col,"(8, 8)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_4407.csv,nt4558,arithmetic,row,"(8, 8)"
List all items in Row 6,"U,U,P,G,B,Y",csv/0-csv/item_6366.csv,nt4559,item,row,"(6, 6)"
What is the minimum of Col 1?,3,csv/0-csv/arithmetic_360.csv,nt4560,arithmetic,col,"(4, 4)"
List all items in Row 12,"C,U,T,F,G,Q,O,X,F,H,N,W",csv/0-csv/item_1409.csv,nt4561,item,row,"(12, 12)"
What is the maximum of Row 7?,10,csv/0-csv/arithmetic_1557.csv,nt4562,arithmetic,row,"(8, 8)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_6238.csv,nt4563,arithmetic,row,"(10, 10)"
What is the minimum of Row 6?,3,csv/0-csv/arithmetic_5731.csv,nt4564,arithmetic,row,"(6, 6)"
List all items in Row 4,"Y,K,U,E,H,X",csv/0-csv/item_4571.csv,nt4565,item,row,"(6, 6)"
List all items in Row 1,"N,Q,I,N",csv/0-csv/item_2100.csv,nt4566,item,row,"(4, 4)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_3340.csv,nt4567,arithmetic,row,"(4, 4)"
List all items in Row 5,"Z,J,F,Q,U,T,V,J,B,J,T,R",csv/0-csv/item_4.csv,nt4568,item,row,"(12, 12)"
What is the minimum of Row 11?,1,csv/0-csv/arithmetic_4349.csv,nt4569,arithmetic,row,"(12, 12)"
List all items in Row 10,"T,Z,I,Y,F,U,S,Q,F,U,G,P",csv/0-csv/item_5109.csv,nt4570,item,row,"(12, 12)"
List all items in Row 2,"S,I,B,H,K,A,O,L,K,U",csv/0-csv/item_478.csv,nt4571,item,row,"(10, 10)"
List all items in Col 1,"O,J,T,I,Y,F",csv/0-csv/item_2666.csv,nt4572,item,col,"(6, 6)"
What is the minimum of Col 1?,4,csv/0-csv/arithmetic_3426.csv,nt4573,arithmetic,col,"(6, 6)"
List all items in Row 2,"R,G,V,D,C,F,V,N,M,G",csv/0-csv/item_3578.csv,nt4574,item,row,"(10, 10)"
What is the maximum of Col 8?,9,csv/0-csv/arithmetic_2738.csv,nt4575,arithmetic,col,"(10, 10)"
What is the maximum of Row 4?,10,csv/0-csv/arithmetic_5057.csv,nt4576,arithmetic,row,"(8, 8)"
List all items in Col 6,"Q,J,K,L,M,C,Y,B",csv/0-csv/item_4217.csv,nt4577,item,col,"(8, 8)"
What is the minimum of Row 1?,2,csv/0-csv/arithmetic_1231.csv,nt4578,arithmetic,row,"(6, 6)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_406.csv,nt4579,arithmetic,col,"(6, 6)"
List all items in Row 4,"Z,W,K,O",csv/0-csv/item_6400.csv,nt4580,item,row,"(4, 4)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_1225.csv,nt4581,arithmetic,row,"(4, 4)"
What is the maximum of Col 7?,10,csv/0-csv/arithmetic_412.csv,nt4582,arithmetic,col,"(8, 8)"
List all items in Row 10,"I,T,K,D,R,F,Y,F,U,G,X,C",csv/0-csv/item_6414.csv,nt4583,item,row,"(12, 12)"
List all items in Row 3,"I,F,D,B,Z,H,G,D",csv/0-csv/item_2672.csv,nt4584,item,row,"(8, 8)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_3432.csv,nt4585,arithmetic,col,"(8, 8)"
What is the maximum of Col 8?,9,csv/0-csv/arithmetic_5043.csv,nt4586,arithmetic,col,"(10, 10)"
List all items in Col 5,"D,J,B,D,S,Z,G,F,S,V",csv/0-csv/item_4203.csv,nt4587,item,col,"(10, 10)"
What is the minimum of Row 4?,2,csv/0-csv/arithmetic_5725.csv,nt4588,arithmetic,row,"(4, 4)"
List all items in Row 2,"C,Z,F,I",csv/0-csv/item_4565.csv,nt4589,item,row,"(4, 4)"
List all items in Row 9,"O,M,B,P,Z,W,L,J,U,G,P,O",csv/0-csv/item_2114.csv,nt4590,item,row,"(12, 12)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_3354.csv,nt4591,arithmetic,col,"(12, 12)"
List all items in Row 6,"T,U,J,Y,N,L,N,A",csv/0-csv/item_6372.csv,nt4592,item,row,"(8, 8)"
What is the maximum of Row 11?,9,csv/0-csv/arithmetic_374.csv,nt4593,arithmetic,row,"(12, 12)"
What is the minimum of Col 6?,2,csv/0-csv/arithmetic_1543.csv,nt4594,arithmetic,col,"(10, 10)"
List all items in Row 6,"B,G,E,N,L,Q,G,F",csv/0-csv/item_1582.csv,nt4595,item,row,"(8, 8)"
List all items in Col 4,"J,B,W,X",csv/0-csv/item_3395.csv,nt4596,item,col,"(4, 4)"
List all items in Col 2,"I,U,U,E",csv/0-csv/item_295.csv,nt4597,item,col,"(4, 4)"
What is the minimum of Col 7?,1,csv/0-csv/arithmetic_5862.csv,nt4598,arithmetic,col,"(8, 8)"
List all items in Row 6,"W,O,F,N,X,Y,G,Z",csv/0-csv/item_5082.csv,nt4599,item,row,"(8, 8)"
List all items in Col 3,"J,M,N,V",csv/0-csv/item_2935.csv,nt4600,item,col,"(4, 4)"
What is the minimum of Col 3?,1,csv/0-csv/arithmetic_599.csv,nt4601,arithmetic,col,"(12, 12)"
List all items in Row 6,"C,P,H,D,A,H",csv/0-csv/item_5096.csv,nt4602,item,row,"(6, 6)"
List all items in Col 4,"Y,R,H,G,O,C,C,P,V,G",csv/0-csv/item_4388.csv,nt4603,item,col,"(10, 10)"
List all items in Row 3,"W,I,J,I,N,Q",csv/0-csv/item_2921.csv,nt4604,item,row,"(6, 6)"
List all items in Row 10,"M,E,Z,M,I,B,U,E,D,B",csv/0-csv/item_5928.csv,nt4605,item,row,"(10, 10)"
List all items in Row 5,"X,R,Y,P,J,Q",csv/0-csv/item_3381.csv,nt4606,item,row,"(6, 6)"
What is the minimum of Col 5?,3,csv/0-csv/arithmetic_5876.csv,nt4607,arithmetic,col,"(6, 6)"
List all items in Row 2,"U,S,O,N,R,J",csv/0-csv/item_281.csv,nt4608,item,row,"(6, 6)"
List all items in Col 3,"U,P,T,C,P,D",csv/0-csv/item_1596.csv,nt4609,item,col,"(6, 6)"
List all items in Row 2,"M,X,E,D",csv/0-csv/item_5900.csv,nt4610,item,row,"(4, 4)"
What is the minimum of Col 5?,1,csv/0-csv/arithmetic_5686.csv,nt4611,arithmetic,col,"(6, 6)"
What is the minimum of Col 6?,2,csv/0-csv/arithmetic_4598.csv,nt4612,arithmetic,col,"(10, 10)"
List all items in Col 5,"P,K,H,M,N,G",csv/0-csv/item_76.csv,nt4613,item,col,"(6, 6)"
What is the minimum of Col 6?,3,csv/0-csv/arithmetic_1386.csv,nt4614,arithmetic,col,"(6, 6)"
What is the minimum of Row 1?,2,csv/0-csv/arithmetic_3591.csv,nt4615,arithmetic,row,"(6, 6)"
What is the maximum of Row 8?,8,csv/0-csv/arithmetic_2857.csv,nt4616,arithmetic,row,"(8, 8)"
List all items in Row 7,"W,U,T,Y,M,S,M,H,A,S,N,J",csv/0-csv/item_2909.csv,nt4617,item,row,"(12, 12)"
What is the maximum of Row 2?,8,csv/0-csv/arithmetic_3585.csv,nt4618,arithmetic,row,"(4, 4)"
What is the maximum of Row 9?,9,csv/0-csv/arithmetic_2843.csv,nt4619,arithmetic,row,"(10, 10)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_1392.csv,nt4620,arithmetic,row,"(8, 8)"
List all items in Row 5,"J,J,A,Z,O,I,G,D",csv/0-csv/item_62.csv,nt4621,item,row,"(8, 8)"
List all items in Col 11,"Q,B,A,Z,D,T,R,A,X,G,B,T",csv/0-csv/item_5914.csv,nt4622,item,col,"(12, 12)"
What is the minimum of Row 4?,3,csv/0-csv/arithmetic_5692.csv,nt4623,arithmetic,row,"(8, 8)"
List all items in Col 7,"J,R,E,U,B,V,T,U",csv/0-csv/item_5727.csv,nt4624,item,col,"(8, 8)"
What is the minimum of Row 5?,1,csv/0-csv/arithmetic_4567.csv,nt4625,arithmetic,row,"(8, 8)"
What is the maximum of Col 7?,8,csv/0-csv/arithmetic_3208.csv,nt4626,arithmetic,col,"(10, 10)"
List all items in Row 4,"R,J,F,A,R,G",csv/0-csv/item_256.csv,nt4627,item,row,"(6, 6)"
List all items in Row 8,"B,Q,T,O,F,W,H,O,C,K",csv/0-csv/item_2048.csv,nt4628,item,row,"(10, 10)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_2116.csv,nt4629,arithmetic,col,"(6, 6)"
List all items in Row 1,"K,W,V,K,X,L",csv/0-csv/item_3356.csv,nt4630,item,row,"(6, 6)"
List all items in Col 12,"K,N,E,P,W,U,F,K,Q,D,Y,W",csv/0-csv/item_4439.csv,nt4631,item,col,"(12, 12)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_5679.csv,nt4632,arithmetic,col,"(12, 12)"
What is the minimum of Col 4?,3,csv/0-csv/arithmetic_6370.csv,nt4633,arithmetic,col,"(4, 4)"
List all items in Col 5,"T,X,D,A,A,H,D,F,Y,H,O,W",csv/0-csv/item_89.csv,nt4634,item,col,"(12, 12)"
List all items in Row 4,"L,G,S,B,Y,M",csv/0-csv/item_1541.csv,nt4635,item,row,"(6, 6)"
What is the minimum of Col 4?,3,csv/0-csv/arithmetic_228.csv,nt4636,arithmetic,col,"(10, 10)"
List all items in Col 6,"H,A,E,C,D,O,K,A,L,Y",csv/0-csv/item_6548.csv,nt4637,item,col,"(10, 10)"
List all items in Row 7,"B,P,Y,A,R,E,X,N",csv/0-csv/item_1227.csv,nt4638,item,row,"(8, 8)"
What is the maximum of Row 8?,10,csv/0-csv/arithmetic_1379.csv,nt4639,arithmetic,row,"(12, 12)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_6416.csv,nt4640,arithmetic,col,"(6, 6)"
What is the maximum of Col 3?,10,csv/0-csv/arithmetic_2670.csv,nt4641,arithmetic,col,"(4, 4)"
List all items in Row 1,"C,V,X,Z",csv/0-csv/item_3430.csv,nt4642,item,row,"(4, 4)"
List all items in Col 1,"V,B,X,B",csv/0-csv/item_530.csv,nt4643,item,col,"(4, 4)"
List all items in Row 5,"I,Z,E,W,C,M",csv/0-csv/item_5041.csv,nt4644,item,row,"(6, 6)"
What is the minimum of Col 1?,4,csv/0-csv/arithmetic_4201.csv,nt4645,arithmetic,col,"(6, 6)"
What is the minimum of Col 10?,1,csv/0-csv/arithmetic_2664.csv,nt4646,arithmetic,col,"(12, 12)"
List all items in Col 8,"T,J,E,Q,K,U,F,F,J,D,F,M",csv/0-csv/item_3424.csv,nt4647,item,col,"(12, 12)"
List all items in Row 3,"W,V,X,L,O,I,B,L,V,A,S,X",csv/0-csv/item_524.csv,nt4648,item,row,"(12, 12)"
List all items in Row 4,"A,U,I,R",csv/0-csv/item_5055.csv,nt4649,item,row,"(4, 4)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_4215.csv,nt4650,arithmetic,row,"(4, 4)"
List all items in Col 6,"C,Z,D,U,W,P,Q,I,P,Y",csv/0-csv/item_1233.csv,nt4651,item,col,"(10, 10)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_6402.csv,nt4652,arithmetic,row,"(8, 8)"
What is the minimum of Col 11?,2,csv/0-csv/arithmetic_6364.csv,nt4653,arithmetic,col,"(12, 12)"
List all items in Col 1,"J,G,Z,X",csv/0-csv/item_1555.csv,nt4654,item,col,"(4, 4)"
List all items in Col 5,"V,D,K,W,M,S,P,V,J,O",csv/0-csv/item_5733.csv,nt4655,item,col,"(10, 10)"
What is the maximum of Col 4?,7,csv/0-csv/arithmetic_4573.csv,nt4656,arithmetic,col,"(10, 10)"
